------ Microcontroller Engine Governor ------- Microcontroller Engine Governor - Version: 1.16 ------
-------------------------------------------------------------
PID Gains:        Kp: 0.020000   Ki: 0.000000   Kd: 8.000000
-------------------------------------------------------------
Set RPM:             3600    |  Min RPM:                300
                             |
RPM Precision        2       |  PID I Precision:         202
                             |
Start Steps:         850     |  Max Steps:               1200
                             |
RPM Calc Interval:   1       |  Num Magnets:             1
                             |
LCD Update Interval: 400     |  Serial Update Interval:  50
-------------------------------------------------------------

Time,RPM,Steps Remaining, PID p, PID i, PID d, RPM Change
13377,3639.89,0,0,0,0,138.44
13427,3557.87,0,0,0,0,332.17
13477,3758.46,-2,-3,0,0,-198.89
13527,3677.37,0,-1,0,0,-18.84
13577,3658.54,0,-1,0,0,24.25
13627,3654.08,0,-1,0,0,-15.07
13677,3625.82,0,0,0,0,18.50
13727,3632.84,0,0,0,0,-17.51
13777,3597.12,0,0,0,0,18.21
13827,3553.66,0,0,0,0,1.68
13877,3543.59,0,1,0,0,32.10
13927,3548.62,0,1,0,0,-3.35
13977,3548.62,0,1,0,0,-22.52
14027,3568.88,0,0,0,0,161.54
14077,3586.80,0,0,0,0,61.95
14127,3576.54,0,0,0,0,25.77
14177,3610.98,0,0,0,0,-35.29
14227,3606.64,0,0,0,0,12.18
14277,3639.89,0,0,0,0,-53.95
14327,3605.77,0,0,0,0,22.68
14377,3663.90,0,-1,0,0,-36.33
14427,3630.20,0,0,0,0,30.12
14477,3629.32,0,0,0,0,-30.48
14527,3629.32,0,0,0,0,21.20
14577,3648.75,0,0,0,0,13.36
14627,3557.87,0,0,0,0,264.76
14678,3727.63,-1,-2,0,0,-168.07
14728,3616.20,0,0,0,0,10.49
14778,3614.46,0,0,0,0,20.14
14828,3596.26,0,0,0,0,19.94
14878,3591.95,0,0,0,0,9.49
14928,3573.98,0,0,0,0,13.68
14978,3554.50,0,0,0,0,-0.84
15028,3536.90,0,1,0,0,216.85
15078,3586.80,0,0,0,0,45.16
15128,3562.10,0,0,0,0,-64.78
15178,3546.94,0,1,0,0,-44.72
15228,3474.64,0,2,0,0,19.42
15278,3529.41,0,1,0,0,-37.79
15328,3531.07,0,1,0,0,16.70
15378,3585.09,0,0,0,0,-38.99
15428,3564.64,0,0,0,0,25.60
15478,3583.37,0,0,0,0,-10.24
15528,3571.43,0,0,0,0,23.97
15578,3610.98,0,0,0,0,-36.14
15628,3587.66,0,0,0,0,31.16
15678,3620.56,0,0,0,0,-33.76
15728,3604.90,0,0,0,0,25.30
15778,3663.90,0,-1,0,0,-34.57
15828,3649.63,0,0,0,0,14.26
15878,3687.32,0,-1,0,0,-28.78
15928,3754.69,0,-3,0,0,-132.38
15978,3633.72,0,0,0,0,-4.40
16028,3624.94,0,0,0,0,19.38
16078,3654.97,0,-1,0,0,-15.96
16128,3620.56,0,0,0,0,43.33
16178,3615.33,0,0,0,0,-9.56
16228,3614.46,0,0,0,0,14.87
16278,3644.31,0,0,0,0,-28.99
16328,3614.46,0,0,0,0,39.62
16378,3644.31,0,0,0,0,-28.11
16428,3639.89,0,0,0,0,24.01
16478,3616.20,0,0,0,0,22.81
16528,3597.12,0,0,0,0,33.08
16578,3620.56,0,0,0,0,-25.17
16628,3555.34,0,0,0,0,13.53
16678,3599.71,0,0,0,0,23.88
16728,3591.09,0,0,0,0,39.11
16778,3609.24,0,0,0,0,-44.60
16828,3595.40,0,0,0,0,26.04
16878,3562.95,0,0,0,0,25.57
16928,3563.79,0,0,0,0,21.29
16978,3610.98,0,0,0,0,-34.44
17028,3544.42,0,1,0,0,20.22
17078,3576.54,0,0,0,0,-31.28
17128,3566.33,0,0,0,0,19.61
17178,3536.90,0,1,0,0,16.76
17228,3503.04,0,1,0,0,25.55
17278,3557.87,0,0,0,0,-31.78
17328,3562.95,0,0,0,0,13.59
17378,3591.95,0,0,0,0,-17.12
17428,3564.64,0,0,0,0,25.60
17478,3591.95,0,0,0,0,-13.71
17528,3581.66,0,0,0,0,19.78
17579,3590.23,0,0,0,0,-1.72
